Team1Name,Team1Score,Team2Name,Team2Score,Team1MasseyRating,Team2MasseyRating
New Hampshire,55,Nebraska,86,-12.508359622828568,23.21892114201473
Colorado St,62,Nevada,75,8.035917066741126,12.180469852648914
Florida St,66,North Carolina,79,8.465280031603305,20.177147542199364
Howard,60,Northwestern,80,-8.060038874832856,11.78237952913321
Stanford,40,Notre Dame,47,11.495746482735854,10.06327913551909
C Michigan,64,Ohio,80,-9.604265919979685,-2.458559640908652
San Francisco,62,Oregon St,70,6.276755571400898,-0.9699153817654318
Vermont,69,Princeton,75,-5.418090561445725,-5.435545860544262
San Jose St,68,San Diego St,81,-3.069027491311642,14.954913190967044
Portland,85,Santa Clara,92,-0.9276049727698782,16.697031882728538
Washington St,55,Seattle,69,4.5380550036221035,4.296087924139515
Marquette,73,Seton Hall,79,6.499579672447203,13.61217858159576
SUNY Albany,67,South Carolina,96,-13.163496176751917,8.258663769478087
Pepperdine,45,St Mary's CA,72,-5.588454031414728,16.908220628065287
Charlotte,73,Temple,76,1.2042231354891468,1.6101601066860876
S Carolina St,54,Tennessee,105,-22.2908843957574,22.52532774922322
Tennessee Tech,76,Tennessee St,88,-14.281089336240143,-7.984243030172132
W Michigan,79,Toledo,84,-7.971093026343999,0.3389247220623984
Fresno St,63,Utah St,72,4.073803256746674,19.392266810705305
WI Milwaukee,60,Wisconsin,80,-6.744387041618924,16.984647164159234
Air Force,56,Wyoming,68,-12.735240615401642,8.357185218844622
Loyola MD,69,American Univ,84,-13.377750243521636,-6.396969179237704
Old Dominion,73,Appalachian St,81,-8.261680554358493,-3.019964221943779
Lehigh,78,Army,85,-10.370556306684765,-14.42534764296668
N Illinois,67,Buffalo,81,-10.69931700103686,-1.2829899801500664
Monmouth NJ,65,Campbell,68,-3.848522919496683,-4.608704820965019
Gardner Webb,79,Charleston So,89,-24.646235285714415,-6.340856798534731
Syracuse,61,Clemson,64,11.66262825734674,17.882590338253785
Elon,81,Col Charleston,85,-1.7109036279344259,-0.4606347634581468
Lafayette,77,Colgate,85,-12.102088387400759,-3.5300665357659207
Xavier,67,Connecticut,90,7.778365709841898,25.10729111927154
Fordham,56,Dayton,63,-0.05904195752884017,7.453720484555427
Missouri KC,74,Denver,87,-16.661368094073026,-6.718963056154548
Georgia Tech,79,Duke,85,4.81995930743693,30.47631292494664
UT San Antonio,70,FL Atlantic,110,-15.648689776756592,6.351804649646517
Mercer,72,Furman,74,0.5840288415363489,-2.2995798984529365
Richmond,85,G Washington,99,3.374354993392689,9.857746736889899
La Salle,75,George Mason,80,-4.388475820600071,8.095174888899992
Towson,62,Hampton,63,-0.5464166889081582,-8.456384002540549
UNC Asheville,69,High Point,87,-4.515129557592766,7.455157949413491
Bucknell,58,Holy Cross,65,-13.096288524993339,-13.04688731791795
East Texas A&M,62,Lamar,69,-10.24868267858815,-2.214271862878108
Winthrop,70,Longwood,82,1.3368316881639872,-9.004272423423975
Rhode Island,57,Loyola-Chicago,61,4.372881568912538,-7.919700317024193
Georgia St,80,Marshall,84,-9.841027531814934,0.16629603079518857
North Texas,48,Memphis,57,0.7410214367989679,7.369641932350132
South Dakota,61,N Dakota St,84,-8.241126626447448,2.046795939331589
Boston Univ,77,Navy,82,-9.831287835150842,-2.05716253834581
Wake Forest,57,NC State,70,12.26856625050307,21.788929391891067
UTRGV,69,Nicholls St,71,-0.22814271103413875,-6.207446160282377
NC A&T,74,Northeastern,85,-8.135106985044182,-6.463460575559628
NJIT,61,Penn,80,-14.80646949052454,-2.0570696017200927
SC Upstate,69,Radford,76,-9.147789259024785,-6.409728237299939
Northwestern LA,64,SF Austin,74,-9.19667857822737,6.14950134383293
Louisiana,58,South Alabama,63,-12.137067018502796,-5.806253567999122
Georgetown,83,St John's,95,8.097403188054626,22.387807157714732
St Joseph's PA,79,St Louis,102,0.6346552500089729,21.74212133595362
New Orleans,69,TAM C. Christi,83,-3.575655046476065,-2.5860191794207728
Texas St,80,Troy,100,-8.993596293102888,0.09710533684838424
East Carolina,70,Tulane,79,-6.938769569086803,-1.5078676189201856
Rice,48,Tulsa,97,-4.818057589699624,12.474016558063923
Drexel,53,UNC Wilmington,65,-3.932084854527281,2.413830183033299
St Bonaventure,82,VCU,89,2.3358205694267835,12.760710460803173
DePaul,66,Villanova,71,7.564957311061451,18.019965533374403
Virginia,85,Virginia Tech,95,20.91879714221833,13.649896701268442
UAB,70,Wichita St,75,4.233612921761928,8.433712769495724
Stony Brook,57,William & Mary,76,-4.2986893622781555,1.656572728906202
W Carolina,74,Wofford,79,-9.503110725382177,-5.064308768836391
Tennessee Tech,58,Ark Little Rock,77,-14.281089336240143,-13.722529134725532
North Florida,83,Austin Peay,102,-15.534483522416355,-0.6575938360595827
Bradley,78,Belmont,88,3.590955518992814,10.045584450409333
UC San Diego,65,Cal Poly,67,3.4181336664537407,-6.316796372758351
FGCU,83,Cent Arkansas,85,-4.349217773076286,-1.5873241521362738
UC Santa Barbara,84,CS Fullerton,95,3.2846658019866024,-2.1915793640363734
Southern Indiana,55,SIUE,59,-14.295320327497267,-8.17415727893679
Coastal Car,81,Ga Southern,82,-7.357081216042199,-8.452463657169565
UC Riverside,45,Hawaii,88,-8.761132749466462,8.020968123203241
CS Sacramento,84,Idaho St,97,-6.393255168038442,-2.6900359146858124
Evansville,47,Illinois St,73,-7.795268693393136,8.933861719167899
Jacksonville,57,Lipscomb,76,-10.526145762510124,-2.2704298007365584
Northern Arizona,64,Montana,78,-9.643076515343548,0.4272721445912008
N Colorado,75,Montana St,89,-1.0823524586851767,1.0473895970912468
IL Chicago,77,Murray St,81,1.7665509943221132,7.098433930540837
IUPUI,72,N Kentucky,81,-12.491570369997088,-2.4537270857196694
Oral Roberts,61,North Dakota,72,-11.75823476123825,-8.39620613812819
Indiana St,66,Northern Iowa,75,-2.4581456880249015,5.785582448008606
Youngstown St,83,Oakland,85,-2.8049667940666527,1.2988617496209411
Weber St,90,Portland St,95,-2.4753255840285364,2.2902438567068213
NE Omaha,69,S Dakota St,84,-6.6809771450146105,-1.4024499716884644
Valparaiso,70,S Illinois,75,0.7826673040916575,3.3850180919715123
VMI,58,Samford,78,-19.385486784833247,-7.386171296092927
E Illinois,59,SE Missouri St,68,-12.380585287610003,-6.757013248262701
ULM,73,Southern Miss,87,-18.229928278847783,-6.948449734643707
North Alabama,67,Stetson,70,-15.019555502687506,-14.070523158103668
W Illinois,60,TN Martin,67,-21.1486742641898,-3.7745856292540623
CS Northridge,80,UC Davis,89,-2.1109082342198446,-0.8434486910801374
CS Bakersfield,77,UC Irvine,81,-10.961124093729158,3.4963503402669383
Chattanooga,72,UNC Greensboro,77,-11.311391432436908,-12.065434872466879
Cal Baptist,51,UT Arlington,63,2.1953924231003668,-0.020907387432929244
Tarleton St,85,Utah Valley,91,-2.827342432024417,6.639639918156236
PFW,54,WI Green Bay,72,-5.625687252766425,-5.7700409143629
WI Milwaukee,70,Wright St,76,-6.744387041618924,1.3021861730347852
Abilene Chr,64,Utah Tech,79,-7.721991269551377,-3.4850425266828218
Morehead St,64,Lindenwood,77,-11.585204401367001,-7.15310794555327
E Kentucky,89,Queens NC,91,-8.312055999179629,-4.175091457795946
Bellarmine,85,West Georgia,87,-9.739354468795353,-11.903771564516768
Notre Dame,71,California,72,10.06327913551909,13.447545319841446
Fairfield,81,Canisius,85,-8.368082465442098,-17.060558122515523
Mercyhurst,67,F Dickinson,74,-9.513220387331831,-14.479566581615781
New Mexico St,74,Florida Intl,89,0.004049809068651347,-1.0098371649423266
Seattle,72,Gonzaga,80,4.296087924139515,26.12679094319873
Siena,72,Iona,75,-3.3587700316394775,-5.622253380566301
West Virginia,59,Iowa St,80,12.114842312208815,28.277104289911488
Delaware,64,Jacksonville St,67,-8.317869143575352,-4.019877384600862
Kennesaw,73,Liberty,81,0.6339937118072055,5.976024139614131
Central Conn,78,LIU Brooklyn,84,-10.69680210540559,-3.546335998209576
Quinnipiac,79,Manhattan,80,-3.997091735107692,-15.274581333554556
Lamar,70,McNeese St,82,-2.214271862878108,8.413093453200572
USC,66,Michigan,96,13.985005389761836,34.00895201746655
UTEP,55,Missouri St,79,-6.308444347027473,-2.3667315699870506
Louisiana Tech,51,MTSU,88,-5.691689472397247,1.2330496506793978
Michigan St,56,Nebraska,58,24.386031921594633,23.21892114201473
Sacred Heart,61,Niagara,64,-10.913977813629936,-16.995194255109116
Rutgers,73,Ohio St,80,2.795178359596027,16.95643641170654
Maryland,54,Oregon,64,2.5510536362520244,8.997587225487342
Oregon St,53,Pacific,84,-0.9699153817654318,4.378468361891341
Detroit,77,Robert Morris,85,-7.342812147525938,-3.837549906546749
San Diego,64,San Francisco,74,-2.184946658816856,6.276755571400898
Pepperdine,63,Santa Clara,82,-5.588454031414728,16.697031882728538
Portland,57,St Mary's CA,78,-0.9276049727698782,16.908220628065287
Marist,59,St Peter's,69,-1.1747337528313329,-6.3187048872930385
Louisville,76,Stanford,80,24.611732488445927,11.495746482735854
Sam Houston St,91,WKU,102,4.794162125506685,0.4252617180430557
Chicago St,72,Wagner,79,-16.24969652612226,-12.601506934083272
Loy Marymount,76,Washington St,78,1.5500504379175963,4.5380550036221035
Mt St Mary's,65,Merrimack,75,-11.970313880036324,-5.674283720960461
St Francis PA,58,Le Moyne,84,-18.95162660287704,-9.839160736172351
Stonehill,55,New Haven,70,-13.871167902361144,-14.029552843602488
Utah Valley,68,Abilene Chr,85,6.639639918156236,-7.721991269551377
Kentucky,74,Alabama,89,20.62694485238151,22.89926309681164
MS Valley St,69,Alabama St,89,-28.348205063722833,-13.932727716177093
Boston Univ,62,American Univ,64,-9.831287835150842,-6.396969179237704
Utah,78,Arizona,97,6.364077339194109,29.622564216561056
Alabama A&M,83,Ark Pine Bluff,95,-12.721138316688517,-13.668354319462967
Tennessee,75,Arkansas,86,22.52532774922322,21.77145836677927
Jacksonville,68,Austin Peay,71,-10.526145762510124,-0.6575938360595827
Florida A&M,83,Bethune-Cookman,87,-14.958411699952181,-7.810451810139458
Massachusetts,100,Bowling Green,101,-0.4961988777783989,3.589447698727336
Maine,51,Bryant,56,-16.277077360329795,-15.975655117989465
Lehigh,65,Bucknell,72,-10.370556306684765,-13.096288524993339
Ball St,72,Buffalo,85,-11.502717502859307,-1.2829899801500664
Kansas St,73,BYU,83,10.199483531346415,22.96623370113013
Northeastern,82,Campbell,97,-6.463460575559628,-4.608704820965019
Stetson,73,Cent Arkansas,93,-14.070523158103668,-1.5873241521362738
UNC Asheville,83,Charleston So,86,-4.515129557592766,-6.340856798534731
Wichita St,100,Charlotte,104,8.433712769495724,1.2042231354891468
Pittsburgh,68,Clemson,73,8.195075774872146,17.882590338253785
Army,69,Colgate,76,-14.42534764296668,-3.5300665357659207
Arizona St,89,Colorado,95,10.603952967409308,10.951503521035468
Grand Canyon,60,Colorado St,70,11.357472832207115,8.035917066741126
Delaware St,51,Coppin St,53,-20.10207053375217,-27.640739737591698
UC Davis,79,CS Bakersfield,81,-0.8434486910801374,-10.961124093729158
UC Santa Barbara,65,CS Northridge,74,3.2846658019866024,-2.1109082342198446
St Joseph's PA,56,Davidson,62,0.6346552500089729,6.002686977751972
Loyola-Chicago,68,Dayton,70,-7.919700317024193,7.453720484555427
Xavier,77,DePaul,86,7.778365709841898,7.564957311061451
Florida St,87,Duke,91,8.465280031603305,30.47631292494664
Mercer,71,ETSU,77,0.5840288415363489,1.9085058569619273
North Alabama,55,FGCU,72,-15.019555502687506,-4.349217773076286
La Salle,55,G Washington,77,-4.388475820600071,9.857746736889899
Old Dominion,86,Ga Southern,93,-8.261680554358493,-8.452463657169565
Rhode Island,50,George Mason,61,4.372881568912538,8.095174888899992
Auburn,100,Georgia,104,19.144250770747117,20.02973847054447
Coastal Car,71,Georgia St,89,-7.357081216042199,-9.841027531814934
Boston College,53,Georgia Tech,65,3.54890302348592,4.81995930743693
Prairie View,72,Grambling,76,-14.826501312313303,-10.144108684165358
Longwood,67,High Point,80,-9.004272423423975,7.455157949413491
Drexel,67,Hofstra,70,-3.932084854527281,2.086644182827586
Cincinnati,60,Houston,67,12.416982907123183,25.82056645334507
E Washington,81,Idaho,84,-5.263958334345224,-0.860099995525089
Penn St,65,Illinois,73,5.083955436049424,27.558451754312838
Houston Chr,56,Incarnate Word,73,-9.978893333224674,-5.547585347287668
UCLA,61,Iowa,74,17.20134853209326,21.236487010988846
Alcorn St,86,Jackson St,89,-20.10652752334088,-19.547308217380763
Arkansas St,74,James Madison,78,-2.643647731191786,-6.42260170209562
N Illinois,73,Kent,77,-10.69931700103686,1.3438007614795435
Loyola MD,64,Lafayette,79,-13.377750243521636,-12.102088387400759
North Florida,74,Lipscomb,82,-15.534483522416355,-2.2704298007365584
Cal Poly,66,Long Beach St,74,-6.316796372758351,-4.652494408015093
SUNY Albany,71,MA Lowell,83,-13.163496176751917,-14.238798983700297
Appalachian St,81,Marshall,88,-3.019964221943779,0.16629603079518857
Morgan St,49,MD E Shore,66,-20.00282080703169,-15.28346349833095
Rice,70,Memphis,76,-4.818057589699624,7.369641932350132
Akron,73,Miami OH,76,11.189246661258986,6.878792003107033
Northwestern,78,Minnesota,84,11.78237952913321,10.308552144640325
Texas,98,Mississippi St,101,17.79158970367343,8.973566181550307
Florida,74,Missouri,76,26.39081761428366,11.56899502860914
NE Omaha,66,Missouri KC,73,-6.6809771450146105,-16.661368094073026
Towson,48,Monmouth NJ,62,-0.5464166889081582,-3.848522919496683
N Colorado,79,Montana,88,-1.0823524586851767,0.4272721445912008
Northern Arizona,68,Montana St,77,-9.643076515343548,1.0473895970912468
SIUE,72,Morehead St,73,-8.17415727893679,-11.585204401367001
Oral Roberts,77,N Dakota St,79,-11.75823476123825,2.046795939331589
Holy Cross,58,Navy,65,-13.04688731791795,-2.05716253834581
Norfolk St,67,NC Central,69,-13.021484758554106,-16.23054921366116
Fresno St,65,Nevada,66,4.073803256746674,12.180469852648914
Wyoming,58,New Mexico,78,8.357185218844622,14.880097023188116
East Texas A&M,58,Nicholls St,80,-10.24868267858815,-6.207446160282377
Binghamton,65,NJIT,73,-21.707046613042007,-14.80646949052454
S Dakota St,87,North Dakota,90,-1.4024499716884644,-8.39620613812819
New Orleans,68,Northwestern LA,74,-3.575655046476065,-9.19667857822737
E Michigan,67,Ohio,68,-3.580139516277849,-2.458559640908652
Mississippi,70,Oklahoma,86,10.46160439503338,11.432263406894199
Idaho St,87,Portland St,93,-2.6900359146858124,2.2902438567068213
SC Upstate,77,Presbyterian,86,-9.147789259024785,-8.171853518367254
St John's,71,Providence,77,22.387807157714732,11.241342833123284
Wisconsin,73,Purdue,89,16.984647164159234,26.152648451209974
Howard,57,S Carolina St,58,-8.060038874832856,-22.2908843957574
Boise St,107,San Diego St,110,13.415037567503262,14.954913190967044
W Illinois,50,SE Missouri St,73,-21.1486742641898,-6.757013248262701
SE Louisiana,63,SF Austin,73,-8.378711089435738,6.14950134383293
North Carolina,83,SMU,97,20.177147542199364,18.858138555743015
Louisiana,67,Southern Miss,74,-12.137067018502796,-6.948449734643707
TX Southern,73,Southern Univ,84,-14.284509430349972,-11.076179678502223
NC A&T,80,Stony Brook,81,-8.135106985044182,-4.2986893622781555
UTRGV,59,TAM C. Christi,63,-0.22814271103413875,-2.5860191794207728
Baylor,63,TCU,69,15.872210600276453,14.466735878512502
UT San Antonio,57,Temple,76,-15.648689776756592,1.6101601066860876
Ark Little Rock,79,Tennessee St,84,-13.722529134725532,-7.984243030172132
LSU,72,Texas A&M,75,14.712317974153333,19.179102352686098
ULM,79,Texas St,84,-18.229928278847783,-8.993596293102888
Oklahoma St,80,Texas Tech,102,13.86708154452552,22.11626746517065
E Illinois,61,TN Martin,65,-12.380585287610003,-3.7745856292540623
C Michigan,75,Toledo,78,-9.604265919979685,0.3389247220623984
South Alabama,49,Troy,59,-5.806253567999122,0.09710533684838424
CS Fullerton,64,UC Irvine,86,-2.1915793640363734,3.4963503402669383
Kansas,75,UCF,81,23.957485614866563,15.06572674394935
Samford,82,UNC Greensboro,89,-7.386171296092927,-12.065434872466879
Hampton,45,UNC Wilmington,49,-8.456384002540549,2.413830183033299
Air Force,39,UNLV,67,-12.735240615401642,3.1267531403743414
Southern Utah,77,UT Arlington,86,-11.107617721609282,-0.020907387432929244
San Jose St,78,Utah St,96,-3.069027491311642,19.392266810705305
Duquesne,80,VCU,93,4.686016814942015,12.760710460803173
South Carolina,71,Vanderbilt,83,8.258663769478087,24.154102986278797
New Hampshire,61,Vermont,80,-12.508359622828568,-5.418090561445725
Butler,67,Villanova,85,12.436267405379676,18.019965533374403
NC State,61,Virginia,76,21.788929391891067,20.91879714221833
Chattanooga,71,VMI,79,-11.311391432436908,-19.385486784833247
Furman,77,W Carolina,80,-2.2995798984529365,-9.503110725382177
Virginia Tech,78,Wake Forest,81,13.649896701268442,12.26856625050307
CS Sacramento,82,Weber St,95,-6.393255168038442,-2.4753255840285364
Gardner Webb,77,Winthrop,88,-24.646235285714415,1.3368316881639872
Citadel,86,Wofford,95,-15.588927891729995,-5.064308768836391
Cal Baptist,76,Tarleton St,81,2.1953924231003668,-2.827342432024417
Hawaii,73,UC San Diego,83,8.020968123203241,3.4181336664537407
Southern Indiana,80,Lindenwood,83,-14.295320327497267,-7.15310794555327
Bellarmine,76,Queens NC,98,-9.739354468795353,-4.175091457795946
E Kentucky,76,West Georgia,88,-8.312055999179629,-11.903771564516768
Sacred Heart,78,Canisius,82,-10.913977813629936,-17.060558122515523
New Haven,61,Central Conn,72,-14.029552843602488,-10.69680210540559
Marquette,57,Connecticut,73,6.499579672447203,25.10729111927154
Kennesaw,52,Delaware,67,0.6339937118072055,-8.317869143575352
Indiana St,72,Drake,74,-2.4581456880249015,0.7544156025781878
Niagara,75,Fairfield,83,-16.995194255109116,-8.368082465442098
UTEP,64,Florida Intl,76,-6.308444347027473,-1.0098371649423266
Loy Marymount,47,Gonzaga,82,1.5500504379175963,26.12679094319873
Washington,80,Indiana,90,15.817584011338012,18.87384006863379
Cleveland St,71,PFW,74,-10.736414013574178,-5.625687252766425
Jacksonville St,69,Liberty,78,-4.019877384600862,5.976024139614131
Chicago St,55,LIU Brooklyn,74,-16.24969652612226,-3.546335998209576
Iona,38,Marist,83,-5.622253380566301,-1.1747337528313329
New Mexico St,82,Missouri St,89,0.004049809068651347,-2.3667315699870506
Sam Houston St,67,MTSU,68,4.794162125506685,1.2330496506793978
Bradley,66,Murray St,86,3.590955518992814,7.098433930540837
Youngstown St,79,N Kentucky,94,-2.8049667940666527,-2.4537270857196694
Tulsa,67,North Texas,72,12.474016558063923,0.7410214367989679
Evansville,48,Northern Iowa,62,-7.795268693393136,5.785582448008606
Robert Morris,73,Oakland,96,-3.837549906546749,1.2988617496209411
