year,conf,WTeamName,WScore,LTeamName,LScore
2023,PAC12,UCLA,42,Stanford,7
2023,PAC12,Utah,34,USC,32
2023,PAC12,Washington,15,Arizona_St,7
2023,PAC12,Oregon,35,Utah,6
2023,PAC12,Arizona,27,Oregon_St,24
2023,PAC12,Arizona_St,38,Washington_St,27
2023,PAC12,USC,50,California,49
2023,PAC12,Washington,42,Stanford,33
2023,PAC12,UCLA,28,Colorado,16
2023,PAC12,Oregon_St,26,Colorado,19
2023,PAC12,Utah,55,Arizona_St,3
2023,PAC12,Arizona,27,UCLA,10
2023,PAC12,Oregon,63,California,19
2023,PAC12,Washington,52,USC,42
2023,PAC12,Stanford,10,Washington_St,7
2023,PAC12,Arizona,34,Colorado,31
2023,PAC12,California,42,Washington_St,39
2023,PAC12,Oregon,36,USC,27
2023,PAC12,Oregon_St,62,Stanford,17
2023,PAC12,Arizona_St,17,UCLA,7
2023,PAC12,Washington,35,Utah,28
2023,PAC12,Washington_St,56,Colorado,14
2023,PAC12,Arizona,42,Utah,18
2023,PAC12,Oregon,49,Arizona_St,13
2023,PAC12,Washington,22,Oregon_St,20
2023,PAC12,California,27,Stanford,15
2023,PAC12,UCLA,38,USC,20
2023,PAC12,Oregon,31,Oregon_St,7
2023,PAC12,Arizona,59,Arizona_St,23
2023,PAC12,Utah,23,Colorado,17
2023,PAC12,California,33,UCLA,7
2023,PAC12,Washington,24,Washington_St,21
2023,PAC12,Washington,34,Oregon,31
2022,ACC,Syracuse,31,Louisville,7
2022,ACC,Clemson,41,Georgia_Tech,10
2022,ACC,Virginia_Tech,27,Boston_College,10
2022,ACC,Florida_St,35,Louisville,31
2022,ACC,Syracuse,22,Virginia,20
2022,ACC,Florida_St,44,Boston_College,14
2022,ACC,Clemson,51,Wake_Forest,45
2022,ACC,Boston_College,34,Louisville,33
2022,ACC,Clemson,30,NC_State,20
2022,ACC,Duke,38,Virginia,17
2022,ACC,Wake_Forest,31,Florida_St,21
2022,ACC,North_Carolina,41,Virginia_Tech,10
2022,ACC,Georgia_Tech,26,Pittsburgh,21
2022,ACC,Clemson,31,Boston_College,3
2022,ACC,Georgia_Tech,23,Duke,20
2022,ACC,North_Carolina,27,Miami_FL,24
2022,ACC,NC_State,19,Florida_St,17
2022,ACC,Pittsburgh,45,Virginia_Tech,29
2022,ACC,Louisville,34,Virginia,17
2022,ACC,North_Carolina,38,Duke,35
2022,ACC,Clemson,34,Florida_St,28
2022,ACC,Syracuse,24,NC_State,9
2022,ACC,Miami_FL,20,Virginia_Tech,14
2022,ACC,Virginia,16,Georgia_Tech,9
2022,ACC,Clemson,27,Syracuse,21
2022,ACC,Louisville,24,Pittsburgh,10
2022,ACC,Duke,45,Miami_FL,21
2022,ACC,Wake_Forest,43,Boston_College,15
2022,ACC,NC_State,22,Virginia_Tech,21
2022,ACC,Florida_St,41,Georgia_Tech,16
2022,ACC,Louisville,48,Wake_Forest,21
2022,ACC,North_Carolina,42,Pittsburgh,24
2022,ACC,Miami_FL,14,Virginia,12
2022,ACC,Duke,38,Boston_College,31
2022,ACC,Florida_St,45,Miami_FL,3
2022,ACC,NC_State,30,Wake_Forest,21
2022,ACC,Pittsburgh,19,Syracuse,9
2022,ACC,North_Carolina,31,Virginia,28
2022,ACC,Georgia_Tech,28,Virginia_Tech,27
2022,ACC,Clemson,31,Louisville,16
2022,ACC,Duke,24,Virginia_Tech,7
2022,ACC,Miami_FL,35,Georgia_Tech,14
2022,ACC,Boston_College,21,NC_State,20
2022,ACC,Florida_St,38,Syracuse,3
2022,ACC,Pittsburgh,37,Virginia,7
2022,ACC,North_Carolina,36,Wake_Forest,34
2022,ACC,Clemson,40,Miami_FL,10
2022,ACC,Louisville,25,NC_State,10
2022,ACC,Georgia_Tech,21,North_Carolina,17
2022,ACC,Pittsburgh,28,Duke,26
2022,ACC,Wake_Forest,45,Syracuse,35
2022,ACC,NC_State,30,North_Carolina,27
2022,ACC,Syracuse,32,Boston_College,23
2022,ACC,Duke,34,Wake_Forest,31
2022,ACC,Pittsburgh,42,Miami_FL,16
2022,ACC,Clemson,39,North_Carolina,10
2022,B1G,Northwestern,31,Nebraska,28
2022,B1G,Penn_St,35,Purdue,31
2022,B1G,Indiana,23,Illinois,20
2022,B1G,Michigan,34,Maryland,27
2022,B1G,Minnesota,34,Michigan_St,7
2022,B1G,Ohio_St,52,Wisconsin,21
2022,B1G,Iowa,27,Rutgers,10
2022,B1G,Maryland,27,Michigan_St,13
2022,B1G,Ohio_St,49,Rutgers,10
2022,B1G,Penn_St,17,Northwestern,7
2022,B1G,Michigan,27,Iowa,14
2022,B1G,Purdue,20,Minnesota,10
2022,B1G,Nebraska,35,Indiana,21
2022,B1G,Illinois,34,Wisconsin,10
2022,B1G,Nebraska,14,Rutgers,13
2022,B1G,Michigan,31,Indiana,10
2022,B1G,Purdue,31,Maryland,29
2022,B1G,Ohio_St,49,Michigan_St,20
2022,B1G,Illinois,9,Iowa,6
2022,B1G,Wisconsin,42,Northwestern,7
2022,B1G,Maryland,38,Indiana,33
2022,B1G,Michigan,41,Penn_St,17
2022,B1G,Michigan_St,34,Wisconsin,28
2022,B1G,Purdue,43,Nebraska,37
2022,B1G,Illinois,26,Minnesota,14
2022,B1G,Maryland,31,Northwestern,24
2022,B1G,Ohio_St,54,Iowa,10
2022,B1G,Penn_St,45,Minnesota,17
2022,B1G,Rutgers,24,Indiana,17
2022,B1G,Wisconsin,35,Purdue,24
2022,B1G,Iowa,33,Northwestern,13
2022,B1G,Michigan,29,Michigan_St,7
2022,B1G,Ohio_St,44,Penn_St,31
2022,B1G,Minnesota,31,Rutgers,0
2022,B1G,Illinois,26,Nebraska,9
2022,B1G,Penn_St,45,Indiana,14
2022,B1G,Iowa,24,Purdue,3
2022,B1G,Michigan,52,Rutgers,17
2022,B1G,Michigan_St,23,Illinois,15
2022,B1G,Minnesota,20,Nebraska,13
2022,B1G,Ohio_St,21,Northwestern,7
2022,B1G,Wisconsin,23,Maryland,10
2022,B1G,Michigan,34,Nebraska,3
2022,B1G,Michigan_St,27,Rutgers,21
2022,B1G,Ohio_St,56,Indiana,14
2022,B1G,Penn_St,30,Maryland,0
2022,B1G,Purdue,31,Illinois,24
2022,B1G,Iowa,24,Wisconsin,10
2022,B1G,Minnesota,31,Northwestern,3
2022,B1G,Ohio_St,43,Maryland,30
2022,B1G,Michigan,19,Illinois,17
2022,B1G,Indiana,39,Michigan_St,31
2022,B1G,Purdue,17,Northwestern,9
2022,B1G,Penn_St,55,Rutgers,10
2022,B1G,Iowa,13,Minnesota,10
2022,B1G,Wisconsin,15,Nebraska,14
2022,B1G,Nebraska,24,Iowa,17
2022,B1G,Purdue,30,Indiana,16
2022,B1G,Maryland,37,Rutgers,0
2022,B1G,Michigan,45,Ohio_St,23
2022,B1G,Penn_St,35,Michigan_St,16
2022,B1G,Illinois,41,Northwestern,3
2022,B1G,Minnesota,23,Wisconsin,16
2022,B1G,Michigan,43,Purdue,22
2022,Big12,Kansas,55,West_Virginia,42
2022,Big12,Baylor,31,Iowa_St,24
2022,Big12,Kansas_St,41,Oklahoma,34
2022,Big12,Texas_Tech,37,Texas,34
2022,Big12,Oklahoma_St,36,Baylor,25
2022,Big12,Kansas,14,Iowa_St,11
2022,Big12,Kansas_St,37,Texas_Tech,28
2022,Big12,TCU,55,Oklahoma,24
2022,Big12,Texas,38,West_Virginia,20
2022,Big12,Kansas_St,10,Iowa_St,9
2022,Big12,TCU,38,Kansas,31
2022,Big12,Texas,49,Oklahoma,0
2022,Big12,Oklahoma_St,41,Texas_Tech,31
2022,Big12,West_Virginia,43,Baylor,40
2022,Big12,Oklahoma,52,Kansas,42
2022,Big12,TCU,43,Oklahoma_St,40
2022,Big12,Texas,24,Iowa_St,21
2022,Big12,Baylor,35,Kansas,23
2022,Big12,Oklahoma_St,41,Texas,34
2022,Big12,TCU,38,Kansas_St,28
2022,Big12,Texas_Tech,48,West_Virginia,10
2022,Big12,Oklahoma,27,Iowa_St,13
2022,Big12,TCU,41,West_Virginia,31
2022,Big12,Kansas_St,48,Oklahoma_St,0
2022,Big12,Baylor,45,Texas_Tech,17
2022,Big12,Iowa_St,31,West_Virginia,14
2022,Big12,Kansas,37,Oklahoma_St,16
2022,Big12,Texas,34,Kansas_St,27
2022,Big12,Baylor,38,Oklahoma,35
2022,Big12,TCU,34,Texas_Tech,24
2022,Big12,West_Virginia,23,Oklahoma,20
2022,Big12,Kansas_St,31,Baylor,3
2022,Big12,Oklahoma_St,20,Iowa_St,14
2022,Big12,TCU,17,Texas,10
2022,Big12,Texas_Tech,43,Kansas,28
2022,Big12,Kansas_St,48,West_Virginia,31
2022,Big12,TCU,29,Baylor,28
2022,Big12,Texas_Tech,14,Iowa_St,10
2022,Big12,Texas,55,Kansas,14
2022,Big12,Oklahoma,28,Oklahoma_St,13
2022,Big12,Texas,38,Baylor,27
2022,Big12,Kansas_St,47,Kansas,27
2022,Big12,West_Virginia,24,Oklahoma_St,19
2022,Big12,TCU,62,Iowa_St,14
2022,Big12,Texas_Tech,51,Oklahoma,48
2022,Big12,Kansas_St,31,TCU,28
2022,SEC,Kentucky,26,Florida,16
2022,SEC,Arkansas,44,South_Carolina,30
2022,SEC,Georgia,48,South_Carolina,7
2022,SEC,LSU,31,Mississippi_St,16
2022,SEC,Tennessee,38,Florida,33
2022,SEC,Alabama,55,Vanderbilt,3
2022,SEC,Auburn,17,Missouri,14
2022,SEC,Texas_A&M,23,Arkansas,21
2022,SEC,Alabama,49,Arkansas,26
2022,SEC,LSU,21,Auburn,17
2022,SEC,Mississippi_St,42,Texas_A&M,24
2022,SEC,Georgia,26,Missouri,22
2022,SEC,Mississippi,22,Kentucky,19
2022,SEC,Florida,24,Missouri,17
2022,SEC,Georgia,42,Auburn,10
2022,SEC,South_Carolina,24,Kentucky,14
2022,SEC,Alabama,24,Texas_A&M,20
2022,SEC,Tennessee,40,LSU,13
2022,SEC,Mississippi_St,40,Arkansas,17
2022,SEC,Mississippi,52,Vanderbilt,28
2022,SEC,LSU,45,Florida,35
2022,SEC,Georgia,55,Vanderbilt,0
2022,SEC,Kentucky,27,Mississippi_St,17
2022,SEC,Tennessee,52,Alabama,49
2022,SEC,Mississippi,48,Auburn,34
2022,SEC,South_Carolina,30,Texas_A&M,24
2022,SEC,Alabama,30,Mississippi_St,6
2022,SEC,LSU,45,Mississippi,20
2022,SEC,Missouri,17,Vanderbilt,14
2022,SEC,Georgia,42,Florida,20
2022,SEC,Missouri,23,South_Carolina,10
2022,SEC,Tennessee,44,Kentucky,6
2022,SEC,Arkansas,41,Auburn,27
2022,SEC,Mississippi,31,Texas_A&M,28
2022,SEC,Georgia,27,Tennessee,13
2022,SEC,LSU,32,Alabama,31
2022,SEC,Mississippi_St,39,Auburn,33
2022,SEC,Kentucky,21,Missouri,17
2022,SEC,Florida,41,Texas_A&M,24
2022,SEC,South_Carolina,38,Vanderbilt,27
2022,SEC,Florida,38,South_Carolina,6
2022,SEC,Vanderbilt,24,Kentucky,21
2022,SEC,Tennessee,66,Missouri,24
2022,SEC,LSU,13,Arkansas,10
2022,SEC,Auburn,13,Texas_A&M,10
2022,SEC,Georgia,45,Mississippi_St,19
2022,SEC,Alabama,30,Mississippi,24
2022,SEC,Georgia,16,Kentucky,6
2022,SEC,South_Carolina,63,Tennessee,38
2022,SEC,Arkansas,42,Mississippi,27
2022,SEC,Vanderbilt,31,Florida,24
2022,SEC,Mississippi_St,24,Mississippi,22
2022,SEC,Missouri,29,Arkansas,27
2022,SEC,Alabama,49,Auburn,27
2022,SEC,Texas_A&M,38,LSU,23
2022,SEC,Tennessee,56,Vanderbilt,0
2022,SEC,Georgia,50,LSU,30
2022,PAC12,USC,41,Stanford,28
2022,PAC12,UCLA,45,Colorado,17
2022,PAC12,Utah,34,Arizona_St,13
2022,PAC12,California,49,Arizona,31
2022,PAC12,USC,17,Oregon_St,14
2022,PAC12,Washington,40,Stanford,22
2022,PAC12,Oregon,44,Washington_St,41
2022,PAC12,UCLA,40,Washington,32
2022,PAC12,Utah,42,Oregon_St,16
2022,PAC12,Arizona,43,Colorado,20
2022,PAC12,Oregon,45,Stanford,27
2022,PAC12,USC,42,Arizona_St,25
2022,PAC12,Washington_St,28,California,9
2022,PAC12,Oregon,49,Arizona,22
2022,PAC12,Arizona_St,45,Washington,38
2022,PAC12,Oregon_St,28,Stanford,27
2022,PAC12,UCLA,42,Utah,32
2022,PAC12,USC,30,Washington_St,14
2022,PAC12,Colorado,20,California,13
2022,PAC12,Utah,43,USC,42
2022,PAC12,Oregon_St,24,Washington_St,10
2022,PAC12,Washington,49,Arizona,39
2022,PAC12,Washington,28,California,21
2022,PAC12,Oregon,45,UCLA,30
2022,PAC12,Oregon_St,42,Colorado,9
2022,PAC12,Stanford,15,Arizona_St,14
2022,PAC12,Utah,21,Washington_St,17
2022,PAC12,Arizona_St,42,Colorado,34
2022,PAC12,USC,45,Arizona,37
2022,PAC12,Oregon,42,California,24
2022,PAC12,UCLA,38,Stanford,13
2022,PAC12,Washington,24,Oregon_St,21
2022,PAC12,Oregon,49,Colorado,10
2022,PAC12,Utah,45,Arizona,20
2022,PAC12,UCLA,50,Arizona_St,36
2022,PAC12,Washington_St,52,Stanford,14
2022,PAC12,USC,41,California,35
2022,PAC12,USC,55,Colorado,17
2022,PAC12,Utah,42,Stanford,7
2022,PAC12,Washington,37,Oregon,34
2022,PAC12,Oregon_St,38,California,10
2022,PAC12,Arizona,34,UCLA,28
2022,PAC12,Washington_St,28,Arizona_St,18
2022,PAC12,Washington_St,31,Arizona,20
2022,PAC12,Oregon_St,31,Arizona_St,7
2022,PAC12,California,27,Stanford,20
2022,PAC12,Oregon,20,Utah,17
2022,PAC12,USC,48,UCLA,45
2022,PAC12,Washington,54,Colorado,7
2022,PAC12,Arizona,38,Arizona_St,35
2022,PAC12,UCLA,35,California,28
2022,PAC12,Oregon_St,38,Oregon,34
2022,PAC12,Utah,63,Colorado,21
2022,PAC12,Washington,51,Washington_St,33
2022,PAC12,Utah,47,USC,24
2021,ACC,Virginia_Tech,17,North_Carolina,10
2021,ACC,Clemson,14,Georgia_Tech,8
2021,ACC,Wake_Forest,35,Florida_St,14
2021,ACC,North_Carolina,59,Virginia,39
2021,ACC,Wake_Forest,37,Virginia,17
2021,ACC,Louisville,31,Florida_St,23
2021,ACC,Georgia_Tech,45,North_Carolina,22
2021,ACC,NC_State,27,Clemson,21
2021,ACC,Virginia,30,Miami_FL,28
2021,ACC,Clemson,19,Boston_College,13
2021,ACC,Florida_St,33,Syracuse,30
2021,ACC,Pittsburgh,52,Georgia_Tech,21
2021,ACC,North_Carolina,38,Duke,7
2021,ACC,Wake_Forest,37,Louisville,34
2021,ACC,Georgia_Tech,31,Duke,27
2021,ACC,Virginia,34,Louisville,33
2021,ACC,Florida_St,35,North_Carolina,25
2021,ACC,Wake_Forest,40,Syracuse,37
2021,ACC,Clemson,17,Syracuse,14
2021,ACC,NC_State,33,Boston_College,7
2021,ACC,North_Carolina,45,Miami_FL,42
2021,ACC,Virginia,48,Duke,0
2021,ACC,Pittsburgh,28,Virginia_Tech,7
2021,ACC,Louisville,28,Boston_College,14
2021,ACC,Miami_FL,31,NC_State,30
2021,ACC,Pittsburgh,27,Clemson,17
2021,ACC,Virginia,48,Georgia_Tech,40
2021,ACC,Syracuse,41,Virginia_Tech,36
2021,ACC,Clemson,30,Florida_St,20
2021,ACC,Virginia_Tech,26,Georgia_Tech,17
2021,ACC,NC_State,28,Louisville,13
2021,ACC,Miami_FL,38,Pittsburgh,34
2021,ACC,Syracuse,21,Boston_College,6
2021,ACC,Wake_Forest,45,Duke,7
2021,ACC,Boston_College,17,Virginia_Tech,3
2021,ACC,Pittsburgh,54,Duke,29
2021,ACC,NC_State,28,Florida_St,14
2021,ACC,Clemson,30,Louisville,24
2021,ACC,Miami_FL,33,Georgia_Tech,30
2021,ACC,North_Carolina,58,Wake_Forest,55
2021,ACC,Pittsburgh,30,North_Carolina,23
2021,ACC,Florida_St,31,Miami_FL,28
2021,ACC,Boston_College,41,Georgia_Tech,30
2021,ACC,Louisville,41,Syracuse,3
2021,ACC,Virginia_Tech,48,Duke,17
2021,ACC,Wake_Forest,45,NC_State,42
2021,ACC,Louisville,62,Duke,22
2021,ACC,Florida_St,26,Boston_College,23
2021,ACC,Clemson,48,Wake_Forest,27
2021,ACC,NC_State,41,Syracuse,17
2021,ACC,Pittsburgh,48,Virginia,38
2021,ACC,Miami_FL,38,Virginia_Tech,26
2021,ACC,NC_State,34,North_Carolina,30
2021,ACC,Wake_Forest,41,Boston_College,10
2021,ACC,Miami_FL,47,Duke,10
2021,ACC,Pittsburgh,31,Syracuse,14
2021,ACC,Virginia_Tech,29,Virginia,24
2021,ACC,Pittsburgh,45,Wake_Forest,21
2021,B1G,Illinois,30,Nebraska,22
2021,B1G,Ohio_St,45,Minnesota,31
2021,B1G,Michigan_St,38,Northwestern,21
2021,B1G,Penn_St,16,Wisconsin,10
2021,B1G,Iowa,34,Indiana,6
2021,B1G,Maryland,20,Illinois,17
2021,B1G,Michigan_St,23,Nebraska,20
2021,B1G,Purdue,13,Illinois,9
2021,B1G,Michigan,20,Rutgers,13
2021,B1G,Iowa,51,Maryland,14
2021,B1G,Penn_St,24,Indiana,0
2021,B1G,Minnesota,20,Purdue,13
2021,B1G,Ohio_St,52,Rutgers,13
2021,B1G,Michigan,38,Wisconsin,17
2021,B1G,Nebraska,56,Northwestern,7
2021,B1G,Ohio_St,66,Maryland,17
2021,B1G,Michigan_St,31,Rutgers,13
2021,B1G,Wisconsin,24,Illinois,0
2021,B1G,Iowa,23,Penn_St,20
2021,B1G,Michigan,32,Nebraska,29
2021,B1G,Michigan_St,20,Indiana,15
2021,B1G,Northwestern,21,Rutgers,7
2021,B1G,Minnesota,30,Nebraska,23
2021,B1G,Purdue,24,Iowa,7
2021,B1G,Ohio_St,54,Indiana,7
2021,B1G,Michigan,33,Northwestern,7
2021,B1G,Illinois,20,Penn_St,18
2021,B1G,Wisconsin,30,Purdue,13
2021,B1G,Minnesota,34,Maryland,16
2021,B1G,Maryland,38,Indiana,35
2021,B1G,Michigan_St,37,Michigan,33
2021,B1G,Ohio_St,33,Penn_St,24
2021,B1G,Wisconsin,27,Iowa,7
2021,B1G,Rutgers,20,Illinois,14
2021,B1G,Purdue,28,Nebraska,23
2021,B1G,Minnesota,41,Northwestern,14
2021,B1G,Penn_St,31,Maryland,14
2021,B1G,Michigan,29,Indiana,7
2021,B1G,Purdue,40,Michigan_St,29
2021,B1G,Wisconsin,52,Rutgers,3
2021,B1G,Illinois,14,Minnesota,6
2021,B1G,Ohio_St,26,Nebraska,17
2021,B1G,Iowa,17,Northwestern,12
2021,B1G,Rutgers,38,Indiana,3
2021,B1G,Michigan_St,40,Maryland,21
2021,B1G,Ohio_St,59,Purdue,31
2021,B1G,Michigan,21,Penn_St,17
2021,B1G,Iowa,27,Minnesota,22
2021,B1G,Wisconsin,35,Northwestern,7
2021,B1G,Minnesota,35,Indiana,14
2021,B1G,Michigan,59,Maryland,18
2021,B1G,Ohio_St,56,Michigan_St,7
2021,B1G,Penn_St,28,Rutgers,0
2021,B1G,Iowa,33,Illinois,23
2021,B1G,Purdue,32,Northwestern,14
2021,B1G,Wisconsin,35,Nebraska,28
2021,B1G,Iowa,28,Nebraska,21
2021,B1G,Michigan,42,Ohio_St,27
2021,B1G,Michigan_St,30,Penn_St,27
2021,B1G,Purdue,44,Indiana,7
2021,B1G,Maryland,40,Rutgers,16
2021,B1G,Illinois,47,Northwestern,14
2021,B1G,Minnesota,23,Wisconsin,13
2021,B1G,Michigan,42,Iowa,3
2021,Big12,Baylor,45,Kansas,7
2021,Big12,Baylor,31,Iowa_St,29
2021,Big12,Oklahoma,16,West_Virginia,13
2021,Big12,Oklahoma_St,31,Kansas_St,20
2021,Big12,Texas,70,Texas_Tech,35
2021,Big12,Texas_Tech,23,West_Virginia,20
2021,Big12,Iowa_St,59,Kansas,7
2021,Big12,Oklahoma,37,Kansas_St,31
2021,Big12,Oklahoma_St,24,Baylor,14
2021,Big12,Texas,32,TCU,27
2021,Big12,Baylor,45,West_Virginia,20
2021,Big12,Oklahoma,55,Texas,48
2021,Big12,TCU,52,Texas_Tech,31
2021,Big12,Texas_Tech,41,Kansas,14
2021,Big12,Iowa_St,33,Kansas_St,20
2021,Big12,Oklahoma,52,TCU,31
2021,Big12,Oklahoma_St,32,Texas,24
2021,Big12,Iowa_St,24,Oklahoma_St,21
2021,Big12,Oklahoma,35,Kansas,23
2021,Big12,West_Virginia,29,TCU,17
2021,Big12,Kansas_St,25,Texas_Tech,24
2021,Big12,West_Virginia,38,Iowa_St,31
2021,Big12,Baylor,31,Texas,24
2021,Big12,Kansas_St,31,TCU,12
2021,Big12,Oklahoma,52,Texas_Tech,21
2021,Big12,Oklahoma_St,55,Kansas,3
2021,Big12,Oklahoma_St,24,West_Virginia,3
2021,Big12,Iowa_St,30,Texas,7
2021,Big12,Kansas_St,35,Kansas,10
2021,Big12,TCU,30,Baylor,28
2021,Big12,Baylor,27,Oklahoma,14
2021,Big12,Kansas_St,34,West_Virginia,17
2021,Big12,Oklahoma_St,63,TCU,17
2021,Big12,Kansas,57,Texas,56
2021,Big12,Texas_Tech,41,Iowa_St,38
2021,Big12,West_Virginia,31,Texas,23
2021,Big12,Baylor,20,Kansas_St,10
2021,Big12,Oklahoma,28,Iowa_St,21
2021,Big12,TCU,31,Kansas,28
2021,Big12,Oklahoma_St,23,Texas_Tech,0
2021,Big12,Texas,22,Kansas_St,17
2021,Big12,Iowa_St,48,TCU,14
2021,Big12,Baylor,27,Texas_Tech,24
2021,Big12,West_Virginia,34,Kansas,28
2021,Big12,Oklahoma_St,37,Oklahoma,33
2021,Big12,Baylor,21,Oklahoma_St,16
2021,SEC,Kentucky,35,Missouri,28
2021,SEC,Alabama,31,Florida,29
2021,SEC,Georgia,40,South_Carolina,13
2021,SEC,Florida,38,Tennessee,14
2021,SEC,Kentucky,16,South_Carolina,10
2021,SEC,LSU,28,Mississippi_St,25
2021,SEC,Arkansas,20,Texas_A&M,10
2021,SEC,Georgia,62,Vanderbilt,0
2021,SEC,Georgia,37,Arkansas,0
2021,SEC,Kentucky,20,Florida,13
2021,SEC,Alabama,42,Mississippi,21
2021,SEC,Auburn,24,LSU,19
2021,SEC,Tennessee,62,Missouri,24
2021,SEC,Mississippi_St,26,Texas_A&M,22
2021,SEC,Florida,42,Vanderbilt,0
2021,SEC,Kentucky,42,LSU,21
2021,SEC,Tennessee,45,South_Carolina,20
2021,SEC,Georgia,34,Auburn,10
2021,SEC,Mississippi,52,Arkansas,51
2021,SEC,Texas_A&M,41,Alabama,38
2021,SEC,Georgia,30,Kentucky,13
2021,SEC,South_Carolina,21,Vanderbilt,20
2021,SEC,Mississippi,31,Tennessee,26
2021,SEC,Auburn,38,Arkansas,23
2021,SEC,LSU,49,Florida,42
2021,SEC,Alabama,49,Mississippi_St,9
2021,SEC,Texas_A&M,35,Missouri,14
2021,SEC,Alabama,52,Tennessee,24
2021,SEC,Mississippi,31,LSU,17
2021,SEC,Texas_A&M,44,South_Carolina,14
2021,SEC,Mississippi_St,45,Vanderbilt,6
2021,SEC,Auburn,31,Mississippi,20
2021,SEC,Mississippi_St,31,Kentucky,17
2021,SEC,Missouri,37,Vanderbilt,28
2021,SEC,Georgia,34,Florida,7
2021,SEC,Georgia,43,Missouri,6
2021,SEC,Tennessee,45,Kentucky,42
2021,SEC,South_Carolina,40,Florida,17
2021,SEC,Alabama,20,LSU,14
2021,SEC,Arkansas,31,Mississippi_St,28
2021,SEC,Texas_A&M,20,Auburn,3
2021,SEC,Georgia,41,Tennessee,17
2021,SEC,Mississippi_St,43,Auburn,34
2021,SEC,Arkansas,16,LSU,13
2021,SEC,Missouri,31,South_Carolina,28
2021,SEC,Mississippi,29,Texas_A&M,19
2021,SEC,Kentucky,34,Vanderbilt,17
2021,SEC,South_Carolina,21,Auburn,17
2021,SEC,Alabama,42,Arkansas,35
2021,SEC,Missouri,24,Florida,23
2021,SEC,Mississippi,31,Vanderbilt,17
2021,SEC,Mississippi,31,Mississippi_St,21
2021,SEC,Arkansas,34,Missouri,17
2021,SEC,Tennessee,45,Vanderbilt,21
2021,SEC,Alabama,24,Auburn,22
2021,SEC,LSU,27,Texas_A&M,24
2021,SEC,Alabama,41,Georgia,24
2021,SEC,Georgia,33,Alabama,18
2021,PAC12,Stanford,42,USC,28
2021,PAC12,USC,45,Washington_St,14
2021,PAC12,Utah,24,Washington_St,13
2021,PAC12,Arizona_St,35,Colorado,13
2021,PAC12,Oregon,41,Arizona,19
2021,PAC12,UCLA,35,Stanford,24
2021,PAC12,Oregon_St,45,USC,27
2021,PAC12,Washington,31,California,24
2021,PAC12,USC,37,Colorado,14
2021,PAC12,Washington_St,21,California,6
2021,PAC12,Oregon_St,27,Washington,24
2021,PAC12,Stanford,31,Oregon,24
2021,PAC12,Arizona_St,42,UCLA,23
2021,PAC12,Arizona_St,28,Stanford,10
2021,PAC12,UCLA,34,Arizona,16
2021,PAC12,Utah,42,USC,26
2021,PAC12,Washington_St,31,Oregon_St,24
2021,PAC12,Oregon,24,California,17
2021,PAC12,Colorado,34,Arizona,0
2021,PAC12,Utah,35,Arizona_St,21
2021,PAC12,UCLA,24,Washington,17
2021,PAC12,Washington_St,34,Stanford,31
2021,PAC12,Washington,21,Arizona,16
2021,PAC12,California,26,Colorado,3
2021,PAC12,Oregon_St,42,Utah,34
2021,PAC12,Oregon,34,UCLA,31
2021,PAC12,Utah,44,UCLA,24
2021,PAC12,Washington_St,34,Arizona_St,21
2021,PAC12,California,39,Oregon_St,25
2021,PAC12,Oregon,52,Colorado,29
2021,PAC12,Washington,20,Stanford,13
2021,PAC12,USC,41,Arizona,34
2021,PAC12,Utah,52,Stanford,7
2021,PAC12,Colorado,37,Oregon_St,34
2021,PAC12,Arizona,10,California,3
2021,PAC12,Arizona_St,31,USC,16
2021,PAC12,Oregon,26,Washington,16
2021,PAC12,Utah,38,Arizona,29
2021,PAC12,Oregon,38,Washington_St,24
2021,PAC12,Oregon_St,35,Stanford,14
2021,PAC12,UCLA,44,Colorado,20
2021,PAC12,Arizona_St,35,Washington,30
2021,PAC12,Washington_St,44,Arizona,18
2021,PAC12,Colorado,20,Washington,17
2021,PAC12,Utah,38,Oregon,7
2021,PAC12,Oregon_St,24,Arizona_St,10
2021,PAC12,California,41,Stanford,11
2021,PAC12,UCLA,62,USC,33
2021,PAC12,Utah,28,Colorado,13
2021,PAC12,Washington_St,40,Washington,13
2021,PAC12,Arizona_St,38,Arizona,15
2021,PAC12,Oregon,38,Oregon_St,29
2021,PAC12,UCLA,42,California,14
2021,PAC12,Utah,38,Oregon,10
2021,PAC12,California,24,USC,14
2019,ACC,Clemson,52,Georgia_Tech,14
2019,ACC,Boston_College,35,Virginia_Tech,28
2019,ACC,Virginia,30,Pittsburgh,14
2019,ACC,North_Carolina,28,Miami_FL,25
2019,ACC,Wake_Forest,24,North_Carolina,18
2019,ACC,Clemson,41,Syracuse,6
2019,ACC,Virginia,31,Florida_St,24
2019,ACC,Florida_St,35,Louisville,24
2019,ACC,Duke,45,Virginia_Tech,10
2019,ACC,Wake_Forest,27,Boston_College,24
2019,ACC,Florida_St,31,NC_State,13
2019,ACC,Clemson,21,North_Carolina,20
2019,ACC,Louisville,41,Boston_College,39
2019,ACC,Pittsburgh,33,Duke,30
2019,ACC,Virginia_Tech,42,Miami_FL,35
2019,ACC,North_Carolina,38,Georgia_Tech,22
2019,ACC,NC_State,16,Syracuse,10
2019,ACC,Miami_FL,17,Virginia,9
2019,ACC,Louisville,62,Wake_Forest,59
2019,ACC,Clemson,45,Florida_St,14
